Ticker,final_score,score_basis,rating,category,price,weighted_rating,fund_rating_score,rating_cycles,rating_date,technical_score,vs50MA%,vs200MA%,RSI,VolSurge,1D%,1W%,1M%,AnnVol%,MaxDD%,AvgDollarVol,BarsFetched,RelStrength_AvgBench,RelStrength_vs_SPY,RelStrength_vs_DJI,RelStrength_vs_SPX,RelStrength_vs_IXIC,Flags,RelStrength_vs_AGG,RelStrength_vs_BND,RelStrength_vs_EFA,RelStrength_vs_VXUS,RelStrength_vs_EEM,RelStrength_vs_VNQ,RelStrength_vs_DBC,RelStrength_vs_GLD
BCPL,59.2,blended,Neutral,bond,24.13,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,49,-0.4,-1.2,55.3,0.99,0.1,-0.3,-1.3,9.1,-6.4,1538779.0,854,-0.3,,,,,"Downtrend, MACD+, ShortHistory",-0.3,-0.3,,,,,,
CLSE,59.2,blended,Neutral,equity_us,34.38,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,49,0.9,1.9,57.8,1.01,-0.1,1.1,3.4,14.0,-16.9,12991104.0,4856,1.8,1.8,3.1,1.6,0.9,"Uptrend, BeatingAvgBench, BeatingAllBench",,,,,,,,
OEF,59.2,blended,Neutral,equity_us,378.82,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,49,0.1,-0.3,55.0,0.87,-0.1,-0.5,0.3,15.4,-20.5,72823885.0,5078,0.2,0.2,1.5,-0.0,-0.7,"MACD+, BeatingAvgBench",,,,,,,,
DIVO,59.2,blended,Neutral,equity_us,47.26,4.6,92.0,"3yr, 5yr",2026-08-31,51,-0.5,-1.9,45.2,1.0,-0.3,-1.1,-2.4,10.7,-14.1,36630461.0,5078,-0.3,-0.3,0.9,-0.5,-1.2,"Downtrend, MACD+",,,,,,,,
CEFS,59.2,blended,Neutral,equity_intl,24.85,5.0,100.0,"3yr, 5yr",2026-08-31,49,-0.3,-1.7,58.3,0.81,0.4,-1.0,-2.0,13.2,-14.9,1769861.0,5077,0.8,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,0.8,0.7,,,,
CGDV,59.2,blended,Neutral,equity_us,48.81,5.0,100.0,3yr,2026-08-31,49,-0.6,-2.5,46.2,0.95,-0.4,-1.3,-2.5,13.5,-15.6,155076181.0,5078,-0.5,-0.6,0.7,-0.8,-1.4,"Downtrend, MACD+",,,,,,,,
AVEM,58.4,blended,Neutral,equity_em,93.74,4.0,80.0,"3yr, 5yr",2026-08-31,53,-0.3,-0.4,55.0,1.15,-0.5,-1.6,0.4,18.8,-19.9,140690111.0,5079,-0.0,,,,,"Downtrend, MACD+",,,,,-0.0,,,
XAGG,58.4,blended,Neutral,bond,49.15,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,52,-0.1,-1.0,54.5,0.94,0.0,-0.2,-1.5,4.2,-4.7,18933327.0,1490,-0.2,,,,,"Downtrend, MACD+, ShortHistory",-0.2,-0.2,,,,,,
CSHI,58.4,blended,Neutral,bond,49.64,4.0,80.0,3yr,2026-08-31,53,0.0,-0.1,50.0,0.73,0.0,0.1,-0.1,2.0,-2.8,37511676.0,5079,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
RAAX,58.4,blended,Neutral,equity_intl,41.12,5.0,100.0,"3yr, 5yr",2026-08-31,48,-0.3,-0.7,48.9,0.61,-0.2,-0.9,-1.1,15.2,-11.6,11396510.0,4790,0.8,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,0.8,0.8,,,,
FLQL,58.4,blended,Neutral,equity_us,77.97,4.6,92.0,"3yr, 5yr",2026-08-31,50,-0.1,-0.9,49.0,1.05,-0.3,-1.1,-0.7,15.1,-19.6,6096460.0,5066,-0.3,-0.3,0.9,-0.5,-1.2,"Downtrend, MACD+",,,,,,,,
FTMS,58.4,blended,Neutral,equity_us,9.81,4.4,88.0,"3yr, 5yr",2026-08-31,51,-0.1,-0.7,50.0,0.38,0.0,0.0,-1.1,3.9,-2.5,2821380.0,1470,0.8,0.8,2.0,0.5,-0.1,"Downtrend, MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
HYBL,58.4,blended,Neutral,bond,27.84,4.0,80.0,3yr,2026-08-31,53,-0.1,-0.5,54.6,1.05,0.0,-0.1,-0.4,4.3,-6.1,3033769.0,5048,-0.1,,,,,"Downtrend, MACD+",-0.1,-0.1,,,,,,
GAL,58.4,blended,Neutral,equity_intl,53.19,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,53,-0.4,-0.9,44.7,1.05,-0.4,-0.8,-1.5,10.2,-10.0,641944.0,4322,1.0,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,1.0,1.0,,,,
SEIM,58.4,blended,Neutral,equity_us,53.28,5.0,100.0,3yr,2026-08-31,48,0.2,-1.5,54.5,1.07,0.1,-0.8,-1.5,19.8,-23.1,4660877.0,4585,0.0,-0.0,1.2,-0.3,-0.9,"MACD+, BeatingAvgBench",,,,,,,,
HEGD,58.4,blended,Neutral,equity_intl,26.79,4.0,80.0,"3yr, 5yr",2026-08-31,53,0.0,-1.0,50.8,0.84,-0.1,-0.4,-1.0,8.4,-8.3,1731090.0,5024,1.3,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",,,1.3,1.3,,,,
SFLR,58.4,blended,Neutral,equity_intl,38.87,4.0,80.0,3yr,2026-08-31,53,0.3,-0.1,56.7,0.9,-0.2,-0.2,0.2,10.4,-13.0,7097452.0,5047,1.6,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",,,1.6,1.6,,,,
ACIO,58.4,blended,Neutral,equity_intl,46.69,4.0,80.0,"3yr, 5yr",2026-08-31,53,0.0,-0.7,52.2,0.88,-0.1,-0.4,-0.4,10.0,-12.5,6024402.0,5077,1.3,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",,,1.3,1.3,,,,
HFSI,58.4,blended,Neutral,equity_us,34.29,5.0,100.0,3yr,2026-08-31,48,-0.3,-1.4,43.2,0.9,-0.3,-0.3,-1.9,4.1,-4.9,7447940.0,2397,0.5,0.5,1.7,0.3,-0.4,"Downtrend, BeatingAvgBench",,,,,,,,
PJFV,58.4,blended,Neutral,equity_us,99.79,5.0,100.0,3yr,2026-08-31,48,-0.2,-1.0,49.3,1.4,-0.4,-1.1,-1.5,34.4,-19.1,1807180.0,1060,-0.3,-0.4,0.9,-0.6,-1.3,"Downtrend, MACD+, ShortHistory",,,,,,,,
FTNJ,58.4,blended,Neutral,equity_us,8.43,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,53,-0.2,-1.9,55.4,0.76,-0.4,-0.4,-2.6,5.1,-5.5,1044405.0,1363,0.4,0.4,1.6,0.2,-0.5,"Downtrend, MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
CLOZ,58.4,blended,Neutral,bond,26.23,5.0,100.0,3yr,2026-08-31,48,0.3,0.0,56.4,1.06,0.1,0.4,-0.2,4.4,-7.0,10357205.0,5058,0.4,,,,,"BeatingAvgBench, BeatingAllBench",0.4,0.4,,,,,,
CAM,58.4,blended,Neutral,equity_us,24.41,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,53,-0.2,-1.3,48.7,0.77,-0.2,-0.1,-1.8,3.1,-4.3,4691467.0,1529,0.6,0.6,1.9,0.4,-0.3,"Downtrend, MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
QDEF,58.4,blended,Neutral,equity_us,90.12,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,53,-0.5,-0.5,46.0,1.21,-0.3,0.1,-1.2,13.5,-15.7,632451.0,4070,0.9,0.8,2.1,0.6,-0.0,"MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
NUAG,58.4,blended,Neutral,bond,20.35,4.4,88.0,"3yr, 5yr",2026-08-31,51,-0.4,-1.4,49.4,1.14,-0.1,-0.9,-1.3,6.5,-6.4,438598.0,3016,-0.9,,,,,"Downtrend, MACD+, LowLiquidity",-0.9,-0.9,,,,,,
TSCV,58.4,blended,Neutral,equity_us,30.19,4.0,80.0,3yr,2026-08-31,53,-2.0,-5.4,37.6,2.12,0.8,-3.2,-5.3,28.8,-10.2,130821.0,424,-2.4,-2.5,-1.2,-2.7,-3.3,"Downtrend, VolumeSurge, MACD+, LowLiquidity, ShortHistory",,,,,,,,
PMBS,58.0,blended,Neutral,bond,47.42,4.7,94.0,"3yr, 5yr, 10yr",2026-08-31,49,-0.3,-1.8,45.8,0.94,-0.2,-0.2,-2.5,5.7,-6.8,4152952.0,3040,-0.2,,,,,"Downtrend, MACD+",-0.2,-0.2,,,,,,
RJCA,58.0,blended,Neutral,equity_us,72.94,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,51,0.9,0.7,69.3,0.75,0.2,0.1,0.7,16.9,-4.4,989087.0,209,0.9,0.9,2.1,0.7,-0.0,"MACD+, BeatingAvgBench, LowLiquidity, ShortHistory",,,,,,,,
EMBX,58.0,blended,Neutral,bond,50.11,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,52,-0.7,-1.7,32.6,1.92,-0.5,-0.9,-2.4,6.5,-5.7,961469.0,1578,-0.9,,,,,"Downtrend, VolumeSurge, LowLiquidity, ShortHistory",-0.9,-0.9,,,,,,
LEXI,57.6,blended,Neutral,equity_us,40.16,5.0,100.0,"3yr, 5yr",2026-08-31,47,-0.6,-0.9,46.5,0.94,0.6,-1.5,0.7,20.1,-17.1,853685.0,1954,-0.7,-0.8,0.5,-1.0,-1.6,"Downtrend, MACD+, LowLiquidity",,,,,,,,
HAWX,57.6,blended,Neutral,equity_intl,45.42,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,47,-0.1,-1.1,50.9,0.38,-0.7,-0.5,-0.7,14.3,-13.9,675967.0,4726,1.2,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,1.2,1.2,,,,
HTUS,57.6,blended,Neutral,equity_us,45.32,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,47,-0.0,-0.7,60.4,0.51,0.1,0.4,-2.1,24.7,-36.2,625124.0,3848,1.2,1.2,2.4,1.0,0.3,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity, Leveraged",,,,,,,,
HSCZ,57.6,blended,Neutral,equity_intl,43.33,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,48,0.3,-1.0,50.8,1.04,-0.6,0.4,-0.2,13.6,-13.3,780596.0,4826,2.2,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity",,,2.2,2.1,,,,
IGBH,57.6,blended,Neutral,bond,24.66,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,47,0.4,0.7,61.9,0.39,0.1,0.6,1.0,5.3,-8.0,3158942.0,4910,0.6,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",0.6,0.6,,,,,,
NBET,57.6,blended,Neutral,equity_us,41.62,5.0,100.0,3yr,2026-08-31,47,-1.4,1.8,38.5,1.39,0.8,-2.7,1.4,30.8,-19.8,339247.0,1396,-2.0,-2.0,-0.8,-2.2,-2.9,"MACD+, LowLiquidity, ShortHistory",,,,,,,,
VEGN,57.6,blended,Neutral,equity_us,77.09,4.6,92.0,"3yr, 5yr",2026-08-31,49,0.2,0.3,60.2,1.16,0.7,-1.2,-1.4,24.2,-21.5,466213.0,3233,-0.4,-0.4,0.8,-0.6,-1.3,"Uptrend, MACD+, LowLiquidity",,,,,,,,
GSST,57.6,blended,Neutral,bond,50.44,4.0,80.0,"3yr, 5yr",2026-08-31,52,0.0,-0.1,47.5,1.03,0.0,0.0,-0.2,1.5,-0.9,11211621.0,5072,0.1,,,,,"BeatingAvgBench, BeatingAllBench, Leveraged",0.1,0.1,,,,,,
NANC,57.6,blended,Neutral,equity_us,51.42,4.0,80.0,3yr,2026-08-31,52,0.1,-0.5,54.3,1.14,-0.2,1.1,-0.8,17.2,-21.4,793942.0,4902,1.9,1.8,3.1,1.6,1.0,"MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,,,,,,
IROC,57.6,blended,Neutral,equity_us,49.11,4.0,80.0,3yr,2026-08-31,52,-0.4,-1.9,44.3,0.82,-0.5,-0.5,-2.9,7.5,-5.0,1316543.0,1145,0.3,0.2,1.5,0.0,-0.6,"Downtrend, MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
LONZ,57.6,blended,Neutral,equity_us,49.21,4.0,80.0,3yr,2026-08-31,52,0.1,0.0,60.3,0.61,0.0,0.2,0.0,3.6,-6.8,1851213.0,4964,1.0,0.9,2.2,0.7,0.1,"MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
IVV,57.6,blended,Neutral,equity_us,762.24,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,52,-0.1,-1.1,51.3,1.26,-0.2,-0.8,-0.8,14.4,-19.5,1942549340.0,5078,-0.1,-0.1,1.2,-0.3,-1.0,"Downtrend, MACD+",,,,,,,,
LGOV,57.6,blended,Neutral,equity_us,20.34,4.4,88.0,"3yr, 5yr",2026-08-31,50,-0.4,-2.2,45.2,1.28,-0.7,-0.2,-2.9,9.6,-11.1,3942164.0,5080,0.6,0.6,1.8,0.4,-0.3,"Downtrend, BeatingAvgBench",,,,,,,,
STCE,57.6,blended,Neutral,equity_us,69.78,4.0,80.0,3yr,2026-08-31,52,4.2,7.3,75.8,1.31,4.3,2.6,9.5,58.9,-55.5,4066948.0,4914,3.4,3.4,4.6,3.2,2.5,"Uptrend, Overbought(RSI), MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
SPMO,57.6,blended,Neutral,equity_us,147.69,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,47,0.9,-0.5,69.4,0.93,0.8,-0.5,-0.3,21.1,-21.2,239346094.0,5068,0.3,0.2,1.5,0.0,-0.6,"MACD+, BeatingAvgBench",,,,,,,,
SKOR,57.6,blended,Neutral,bond,47.26,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,47,-0.2,-1.1,39.5,0.27,-0.2,-0.1,-1.6,3.6,-4.6,8736176.0,5015,-0.1,,,,,"Downtrend, MACD+",-0.1,-0.1,,,,,,
IGHG,57.2,blended,Neutral,bond,77.89,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,50,0.2,0.1,48.9,1.4,-0.1,0.2,0.3,7.2,-6.2,2041342.0,4687,0.2,,,,,"BeatingAvgBench, BeatingAllBench",0.3,0.2,,,,,,
DEM,57.2,blended,Neutral,equity_em,56.04,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,51,-0.5,0.8,47.2,0.81,-0.6,-1.2,2.8,14.2,-17.5,10896130.0,5078,0.5,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",,,,,0.5,,,
FTSD,56.8,blended,Neutral,equity_us,89.4,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,51,-0.0,-0.5,48.7,0.41,0.0,0.1,-0.7,4.6,-4.0,2769660.0,4492,0.9,0.8,2.1,0.6,-0.1,"Downtrend, MACD+, BeatingAvgBench",,,,,,,,
FLRN,56.8,blended,Neutral,bond,30.82,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,51,0.1,0.1,63.5,0.52,0.0,0.1,0.0,2.0,-2.1,35722162.0,5078,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
CVIE,56.8,blended,Neutral,equity_intl,83.6,5.0,100.0,3yr,2026-08-31,46,-1.0,-1.9,42.8,0.84,-1.0,-1.9,-1.7,17.6,-14.9,1697574.0,4030,-0.2,,,,,"Downtrend, MACD+",,,-0.2,-0.2,,,,
SHYL,56.8,blended,Neutral,bond,43.67,4.2,84.0,"3yr, 5yr",2026-08-31,50,-0.1,-0.7,45.2,0.91,-0.2,-0.2,-0.8,5.2,-6.7,1033318.0,4759,-0.2,,,,,"Downtrend, MACD+",-0.1,-0.2,,,,,,
MAGS,56.8,blended,Neutral,equity_us,70.45,4.0,80.0,3yr,2026-08-31,51,0.9,2.6,58.2,1.29,-0.0,0.6,5.2,24.7,-30.8,194523386.0,4979,1.4,1.4,2.6,1.2,0.5,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
PSDM,56.8,blended,Neutral,bond,50.41,4.0,80.0,3yr,2026-08-31,51,-0.1,-0.7,35.5,0.82,-0.0,-0.1,-0.9,3.0,-2.7,2069683.0,3237,-0.1,,,,,"Downtrend, MACD+",-0.1,-0.1,,,,,,
PVAL,56.8,blended,Neutral,equity_us,53.4,5.0,100.0,"3yr, 5yr",2026-08-31,46,-0.5,-1.4,44.7,1.12,-0.4,-1.0,-1.5,13.4,-16.9,79145301.0,5069,-0.2,-0.2,1.0,-0.5,-1.1,Downtrend,,,,,,,,
EPS,56.8,blended,Neutral,equity_us,80.22,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,49,0.0,-0.7,50.7,0.81,-0.1,-0.6,-0.4,13.8,-18.0,3510796.0,5068,0.2,0.2,1.4,-0.0,-0.7,"MACD+, BeatingAvgBench",,,,,,,,
SPTI,56.8,blended,Neutral,equity_us,27.54,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,49,-0.3,-1.5,38.1,1.1,-0.2,-0.3,-2.0,4.3,-5.9,59968232.0,5078,0.5,0.5,1.7,0.3,-0.4,"Downtrend, BeatingAvgBench",,,,,,,,
VNLA,56.8,blended,Neutral,bond,48.76,4.0,80.0,"3yr, 5yr",2026-08-31,51,-0.0,-0.2,45.8,0.58,-0.0,-0.0,-0.4,1.6,-1.3,20368161.0,5078,-0.0,,,,,"Downtrend, MACD+",0.0,-0.0,,,,,,
HFXI,56.8,blended,Neutral,equity_intl,37.25,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,47,-0.9,-2.0,40.5,1.29,-1.5,-1.6,-1.9,15.0,-14.0,14243488.0,5080,0.1,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,0.1,0.1,,,,
EMDM,56.8,blended,Neutral,equity_em,42.15,5.0,100.0,3yr,2026-08-31,46,-1.3,1.6,53.7,0.78,1.3,-1.5,4.2,37.0,-22.0,449247.0,1795,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,,,0.1,,,
IOO,56.8,blended,Neutral,equity_intl,143.4,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,46,0.2,-0.5,53.6,0.31,-0.2,-0.6,-0.2,15.4,-19.4,32115792.0,5078,1.2,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",,,1.2,1.2,,,,
DFUS,56.8,blended,Neutral,equity_us,82.88,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,51,-0.1,-1.0,49.9,1.17,-0.2,-0.7,-0.8,14.9,-20.0,45634345.0,5078,0.1,0.1,1.3,-0.1,-0.8,"Downtrend, MACD+, BeatingAvgBench",,,,,,,,
HYGH,56.8,blended,Neutral,bond,86.52,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,46,0.1,-0.0,66.7,0.73,-0.0,0.1,0.1,6.0,-9.9,4508445.0,5036,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
DFEV,56.8,blended,Neutral,equity_em,42.66,4.0,80.0,3yr,2026-08-31,51,-0.4,0.6,49.7,0.93,-0.7,-1.5,2.4,17.7,-19.4,8979931.0,5079,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",,,,,0.1,,,
GOOY,56.8,blended,Neutral,equity_us,12.19,4.0,80.0,3yr,2026-08-31,51,1.3,0.2,53.5,1.37,1.0,1.7,0.4,26.2,-46.4,3288240.0,5067,2.5,2.5,3.7,2.2,1.6,"MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
CLOI,56.8,blended,Neutral,bond,52.92,4.0,80.0,3yr,2026-08-31,51,0.1,0.1,63.2,0.78,0.0,0.1,0.0,3.1,-5.1,12280096.0,5066,0.1,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
DBEF,56.8,blended,Neutral,equity_intl,54.73,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,47,-0.2,-1.7,44.3,1.15,-1.0,-0.5,-1.3,13.4,-15.3,22726636.0,5078,1.2,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,1.2,1.2,,,,
VFQY,56.8,blended,Neutral,equity_us,171.88,4.0,80.0,"3yr, 5yr",2026-08-31,51,-1.0,-2.3,40.6,1.52,-0.6,-0.8,-2.9,17.7,-21.9,1237073.0,4326,0.0,-0.0,1.2,-0.3,-0.9,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
CGGR,56.8,blended,Neutral,equity_us,46.65,4.0,80.0,3yr,2026-08-31,51,0.2,-0.4,57.6,1.31,-0.1,-0.4,0.4,19.0,-24.2,105164147.0,5078,0.4,0.4,1.6,0.1,-0.5,"MACD+, BeatingAvgBench",,,,,,,,
VOOG,56.8,blended,Neutral,equity_us,83.92,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,51,0.7,-0.1,61.5,1.18,0.3,0.1,0.8,18.9,-23.1,84350144.0,5078,0.9,0.8,2.1,0.6,-0.1,"MACD+, BeatingAvgBench",,,,,,,,
TNGY,56.4,blended,Neutral,equity_us,11.37,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,50,-0.8,1.8,50.6,0.96,0.1,-1.6,0.9,19.8,-12.0,1040494.0,2191,-0.8,-0.8,0.4,-1.1,-1.7,MACD+,,,,,,,,
SPIT,56.0,blended,Neutral,equity_us,31.49,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,45,-0.2,-3.6,56.5,1.06,1.3,-0.2,2.2,40.2,-15.2,322697.0,808,0.5,0.5,1.8,0.3,-0.4,"Downtrend, MACD+, BeatingAvgBench, LowLiquidity, ShortHistory",,,,,,,,
XONE,56.0,blended,Neutral,bond,49.17,4.0,80.0,3yr,2026-08-31,50,-0.0,-0.2,36.7,0.52,0.0,0.0,-0.4,1.4,-1.7,4925502.0,5052,0.0,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",0.0,0.0,,,,,,
COWG,56.0,blended,Neutral,equity_us,39.29,5.0,100.0,3yr,2026-08-31,45,0.4,-0.6,52.5,0.63,-0.1,0.8,-0.5,19.8,-24.3,8792282.0,4970,1.6,1.5,2.8,1.3,0.7,"MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
AOM,56.0,blended,Neutral,equity_intl,49.14,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,50,-0.2,-1.1,45.8,0.54,-0.3,-0.5,-1.1,7.0,-8.5,10351304.0,5078,1.3,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,1.3,1.3,,,,
OVM,56.0,blended,Neutral,bond,20.88,5.0,100.0,"3yr, 5yr",2026-08-31,45,-0.3,-1.8,57.2,1.45,1.0,-0.9,-2.5,18.1,-17.2,364726.0,2445,-0.9,,,,,"Downtrend, MACD+, LowLiquidity",-0.9,-0.9,,,,,,
FSYD,56.0,blended,Neutral,bond,47.72,5.0,100.0,3yr,2026-08-31,45,-0.2,-1.1,48.1,0.56,-0.2,-0.3,-1.7,6.4,-7.5,946362.0,4229,-0.3,,,,,"Downtrend, MACD+, LowLiquidity",-0.3,-0.3,,,,,,
HEQT,56.0,blended,Neutral,equity_intl,34.24,4.0,80.0,3yr,2026-08-31,50,0.1,-0.3,52.9,0.47,-0.0,-0.3,-0.2,8.5,-10.8,1389236.0,4990,1.4,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",,,1.4,1.4,,,,
DYTA,56.0,blended,Neutral,equity_us,31.51,4.0,80.0,3yr,2026-08-31,50,-0.2,-0.3,58.9,1.05,0.9,-1.0,0.7,16.2,-18.6,466316.0,3042,-0.2,-0.3,1.0,-0.5,-1.1,"Downtrend, MACD+, LowLiquidity",,,,,,,,
IEI,56.0,blended,Neutral,bond,114.29,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,50,-0.3,-1.4,37.9,1.45,-0.2,-0.3,-1.9,3.8,-5.4,148887343.0,5078,-0.2,,,,,Downtrend,-0.2,-0.2,,,,,,
GOVI,56.0,blended,Neutral,equity_us,26.04,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,50,-0.1,-1.1,49.6,1.16,-0.3,0.1,-1.6,8.2,-12.8,3834512.0,5071,0.9,0.9,2.1,0.7,0.0,"Downtrend, BeatingAvgBench, BeatingAllBench",,,,,,,,
EMMF,56.0,blended,Neutral,equity_em,38.08,4.2,84.0,"3yr, 5yr",2026-08-31,49,-0.1,0.4,59.4,0.68,-0.0,-1.1,-1.2,18.2,-17.0,436111.0,3909,0.5,,,,,"MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,,,0.5,,,
BDGS,56.0,blended,Neutral,equity_us,37.39,4.0,80.0,3yr,2026-08-31,50,1.1,2.2,67.7,0.15,1.1,0.7,2.1,14.5,-9.5,595989.0,1685,1.5,1.5,2.7,1.3,0.6,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,,,,,,
VV,56.0,blended,Neutral,equity_us,351.05,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,50,0.1,-0.7,52.8,1.01,-0.1,-0.5,-0.3,14.6,-19.8,72837186.0,5078,0.3,0.3,1.5,0.1,-0.6,"MACD+, BeatingAvgBench",,,,,,,,
OVL,56.0,blended,Neutral,equity_us,56.58,4.4,88.0,"3yr, 5yr",2026-08-31,48,0.1,-1.3,52.1,1.09,-0.2,-0.6,-1.4,20.2,-22.5,9759523.0,4056,0.1,0.1,1.3,-0.1,-0.8,"MACD+, BeatingAvgBench",,,,,,,,
SCHR,56.0,blended,Neutral,equity_us,23.94,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,50,-0.3,-1.4,39.5,1.12,-0.2,-0.2,-2.0,4.3,-6.1,66612497.0,5078,0.5,0.5,1.7,0.3,-0.4,"Downtrend, BeatingAvgBench",,,,,,,,
JMOM,56.0,blended,Neutral,equity_us,82.17,4.4,88.0,"3yr, 5yr",2026-08-31,48,0.1,-1.1,53.7,0.88,-0.1,-0.7,-0.6,16.7,-20.1,9446105.0,5050,0.1,0.0,1.3,-0.2,-0.8,"MACD+, BeatingAvgBench",,,,,,,,
CARY,56.0,blended,Neutral,bond,20.43,4.0,80.0,3yr,2026-08-31,50,-0.1,-0.9,44.4,0.8,-0.1,-0.0,-1.3,4.2,-4.2,9211447.0,4944,-0.0,,,,,"Downtrend, MACD+",-0.0,-0.0,,,,,,
XYLG,56.0,blended,Neutral,equity_intl,29.5,4.0,80.0,"3yr, 5yr",2026-08-31,50,0.3,0.2,53.7,1.18,-0.1,-0.1,-0.5,18.5,-30.1,646136.0,4367,1.7,,,,,"MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,1.7,1.7,,,,
TMFC,56.0,blended,Neutral,equity_us,79.21,4.6,92.0,"3yr, 5yr",2026-08-31,47,0.3,-0.0,52.6,0.75,-0.2,-0.1,1.1,16.9,-21.2,5767597.0,5080,0.7,0.6,1.9,0.4,-0.3,"MACD+, BeatingAvgBench",,,,,,,,
QQQM,56.0,blended,Neutral,equity_us,294.92,4.6,92.0,"3yr, 5yr",2026-08-31,47,0.6,0.0,61.1,0.87,-0.0,0.1,0.8,19.0,-23.1,715276732.0,5078,0.9,0.8,2.1,0.6,-0.0,"MACD+, BeatingAvgBench",,,,,,,,
