Ticker,final_score,score_basis,rating,category,price,weighted_rating,fund_rating_score,rating_cycles,rating_date,technical_score,vs50MA%,vs200MA%,RSI,VolSurge,1D%,1W%,1M%,AnnVol%,MaxDD%,AvgDollarVol,BarsFetched,RelStrength_AvgBench,RelStrength_vs_SPY,RelStrength_vs_DJI,RelStrength_vs_SPX,RelStrength_vs_IXIC,Flags,RelStrength_vs_AGG,RelStrength_vs_BND,RelStrength_vs_EFA,RelStrength_vs_VXUS,RelStrength_vs_EEM,RelStrength_vs_VNQ,RelStrength_vs_DBC,RelStrength_vs_GLD
FSTA,48.8,blended,Sell,equity_us,51.91,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,39,-1.2,-3.0,20.3,0.69,-1.0,-1.1,-3.7,12.5,-9.8,6879964.0,5080,-0.3,-0.4,0.9,-0.6,-1.2,"Downtrend, Oversold(RSI)",,,,,,,,
VEA,48.8,blended,Sell,equity_intl,71.11,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.3,-2.4,38.4,0.85,-1.4,-2.2,-2.3,15.4,-14.9,621980982.0,5078,-0.4,,,,,Downtrend,,,-0.4,-0.4,,,,
EWH,48.8,blended,Sell,equity_intl,22.4,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,41,-0.7,-1.6,45.9,0.48,-0.5,-0.5,-2.3,19.8,-25.3,50186673.0,5078,1.2,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,1.2,1.2,,,,
MGV,48.8,blended,Sell,equity_us,163.91,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,39,-0.8,-2.0,34.7,0.54,-0.4,-1.4,-2.4,11.9,-14.9,41542355.0,5034,-0.7,-0.7,0.5,-0.9,-1.6,Downtrend,,,,,,,,
SOXX,48.8,blended,Sell,equity_us,523.96,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,39,1.8,0.4,69.9,0.72,0.8,-0.6,0.7,36.8,-41.8,3441614776.0,5078,0.2,0.2,1.4,-0.0,-0.7,"MACD+, BeatingAvgBench",,,,,,,,
HYDB,48.8,blended,Sell,bond,45.83,4.0,80.0,"3yr, 5yr",2026-08-31,41,-0.2,-1.1,39.3,0.75,-0.3,-0.3,-1.3,5.3,-7.9,5189903.0,5079,-0.2,,,,,Downtrend,-0.2,-0.3,,,,,,
CBSE,48.8,blended,Sell,equity_intl,46.97,4.4,88.0,"3yr, 5yr",2026-08-31,39,-0.9,-2.8,50.7,0.82,0.9,-0.9,-3.8,35.9,-29.8,444974.0,2165,0.9,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,0.9,0.9,,,,
XMMO,48.8,blended,Sell,equity_us,147.16,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,36,-1.4,-5.4,45.9,0.46,-0.2,-3.3,-6.1,21.0,-26.4,47944632.0,5079,-2.5,-2.5,-1.3,-2.8,-3.4,"Downtrend, MACD+",,,,,,,,
HFGO,48.8,blended,Sell,equity_us,29.62,4.0,80.0,3yr,2026-08-31,41,0.9,0.2,60.1,0.34,0.3,0.1,0.1,26.6,-25.6,869714.0,3410,0.9,0.9,2.1,0.6,-0.0,"MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
EYLD,48.8,blended,Sell,equity_em,48.06,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,37,-2.1,-0.9,33.4,0.58,-1.8,-3.1,1.1,18.7,-23.8,3593778.0,5070,-1.5,,,,,-,,,,,-1.5,,,
SPDW,48.8,blended,Sell,equity_intl,50.58,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.0,-2.1,39.9,0.79,-1.2,-1.9,-2.0,15.3,-14.4,116488392.0,5078,-0.1,,,,,Downtrend,,,-0.1,-0.1,,,,
FLJH,48.8,blended,Sell,equity_intl,45.73,4.6,92.0,"3yr, 5yr",2026-08-31,38,0.7,-0.4,48.8,0.18,-0.7,0.2,1.3,24.2,-23.0,2404057.0,4882,2.0,,,,,"BeatingAvgBench, BeatingAllBench",,,2.0,2.0,,,,
PWRD,48.8,blended,Sell,equity_us,104.17,5.0,100.0,3yr,2026-08-31,36,-0.7,-3.6,50.7,0.48,0.1,-3.5,-3.8,28.3,-24.1,7618048.0,2807,-2.7,-2.7,-1.5,-2.9,-3.6,"Downtrend, MACD+",,,,,,,,
VETZ,48.8,blended,Sell,bond,19.07,5.0,100.0,3yr,2026-08-31,36,-0.9,,45.4,0.33,-0.4,-1.0,-2.1,11.5,-8.4,651136.0,1348,-0.9,,,,,"MACD+, LowLiquidity, ShortHistory",-0.9,-0.9,,,,,,
ROUS,48.8,blended,Sell,equity_us,67.06,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,41,-0.4,-1.3,40.9,0.69,-0.4,-0.7,-1.4,13.3,-16.9,3132296.0,4905,0.1,0.1,1.3,-0.2,-0.8,"Downtrend, BeatingAvgBench",,,,,,,,
DFAI,48.8,blended,Sell,equity_intl,42.08,4.0,80.0,"3yr, 5yr",2026-08-31,41,-1.0,-2.2,38.0,0.73,-1.1,-1.5,-2.1,14.3,-14.1,73388873.0,5078,0.2,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,0.2,0.2,,,,
IYF,48.8,blended,Sell,equity_us,131.4,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,39,-1.9,-3.6,35.1,0.42,-0.3,-3.1,-3.2,17.1,-18.4,32168177.0,5078,-2.3,-2.4,-1.1,-2.6,-3.3,"Downtrend, MACD+",,,,,,,,
PEMX,48.8,blended,Sell,equity_em,85.47,5.0,100.0,3yr,2026-08-31,36,-0.3,2.1,37.5,0.3,1.2,0.2,-4.2,48.0,-19.2,620764.0,975,1.8,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,,,1.8,,,
FEZ,48.0,blended,Sell,equity_intl,67.89,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,40,-1.6,-4.0,36.5,0.97,-1.4,-2.6,-4.8,17.4,-16.0,44316005.0,5078,-0.8,,,,,Downtrend,,,-0.8,-0.8,,,,
DBEZ,48.0,blended,Sell,equity_intl,62.29,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,39,-1.1,,57.9,0.21,0.7,-2.0,0.6,19.6,-15.9,548370.0,2788,-0.3,,,,,"MACD+, LowLiquidity",,,-0.3,-0.3,,,,
IBD,48.0,blended,Sell,bond,23.29,4.2,84.0,"3yr, 5yr",2026-08-31,39,-0.3,-1.1,36.9,0.5,-0.3,-0.1,-1.5,8.4,-4.5,1764670.0,5002,-0.1,,,,,Downtrend,-0.1,-0.1,,,,,,
FDLS,48.0,blended,Sell,equity_us,41.78,5.0,100.0,3yr,2026-08-31,35,-1.8,-2.9,39.9,0.88,-1.5,-2.8,-4.0,20.7,-29.1,1045401.0,4087,-2.0,-2.1,-0.8,-2.3,-2.9,Downtrend,,,,,,,,
HEWJ,48.0,blended,Sell,equity_intl,64.53,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,39,0.8,-0.2,65.3,0.17,-0.5,2.2,-0.3,21.6,-23.8,6894292.0,4924,4.0,,,,,"BeatingAvgBench, BeatingAllBench",,,4.0,4.0,,,,
XFIV,48.0,blended,Sell,bond,47.12,4.0,80.0,3yr,2026-08-31,40,-0.3,-1.5,38.5,0.45,-0.2,-0.3,-2.1,4.7,-6.4,1649375.0,4392,-0.3,,,,,Downtrend,-0.3,-0.3,,,,,,
MINV,48.0,blended,Sell,equity_intl,48.4,4.0,80.0,3yr,2026-08-31,40,-0.1,-1.3,66.5,0.61,0.4,-1.4,-2.3,31.2,-22.6,516878.0,3177,0.4,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,0.4,0.4,,,,
TVAL,48.0,blended,Sell,equity_us,42.49,4.0,80.0,3yr,2026-08-31,40,-0.7,-1.4,39.8,0.72,-0.6,-1.4,-1.6,14.4,-17.4,3634702.0,4041,-0.6,-0.6,0.6,-0.8,-1.5,Downtrend,,,,,,,,
TUA,48.0,blended,Sell,equity_us,19.34,4.0,80.0,3yr,2026-08-31,40,-1.2,-3.9,28.7,0.76,-0.5,-1.1,-5.5,8.2,-17.3,4381616.0,5079,-0.3,-0.4,0.9,-0.6,-1.3,"Downtrend, Oversold(RSI)",,,,,,,,
AVSD,48.0,blended,Sell,equity_intl,80.38,4.0,80.0,3yr,2026-08-31,40,-1.3,-2.3,46.4,0.66,-1.5,-0.7,-3.7,18.4,-13.3,1767021.0,3478,1.0,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,1.0,1.0,,,,
SMLF,48.0,blended,Sell,equity_us,84.57,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,36,-1.1,-4.0,40.7,0.89,-1.0,-1.9,-4.6,19.9,-27.6,14211641.0,5079,-1.1,-1.1,0.1,-1.3,-2.0,Downtrend,,,,,,,,
SHOC,48.0,blended,Sell,equity_us,104.15,5.0,100.0,3yr,2026-08-31,35,0.6,-0.5,78.5,0.6,1.1,-2.2,-5.2,37.0,-38.5,965949.0,4665,-1.4,-1.4,-0.2,-1.7,-2.3,"Overbought(RSI), MACD+, LowLiquidity",,,,,,,,
KBA,48.0,blended,Sell,equity_intl,32.22,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,40,-0.2,-2.3,50.9,0.07,0.5,-0.8,-2.6,22.3,-32.9,1209181.0,4982,1.0,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,1.0,1.0,,,,
TOK,48.0,blended,Sell,equity_intl,152.7,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.3,2.5,42.2,0.14,0.2,-1.4,0.7,24.5,-18.4,1523519.0,1684,0.4,,,,,"BeatingAvgBench, BeatingAllBench, ShortHistory",,,0.4,0.4,,,,
KCE,48.0,blended,Sell,equity_us,158.07,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,38,-2.1,-5.0,45.4,0.83,0.3,-3.1,-5.2,22.5,-28.4,3101831.0,4824,-2.4,-2.4,-1.1,-2.6,-3.3,"Downtrend, MACD+",,,,,,,,
GCSH,48.0,blended,Sell,bond,49.96,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,35,-0.0,-0.3,44.9,0.16,-0.2,-0.1,-0.2,4.1,-1.5,3777138.0,240,-0.1,,,,,"Downtrend, ShortHistory",-0.1,-0.1,,,,,,
IXC,48.0,blended,Sell,equity_intl,59.15,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,38,-0.7,1.8,42.3,0.36,-0.0,-0.8,0.6,20.2,-24.4,26080468.0,5078,1.0,,,,,"BeatingAvgBench, BeatingAllBench",,,1.0,1.0,,,,
BLCV,48.0,blended,Sell,equity_us,41.95,4.0,80.0,3yr,2026-08-31,40,-1.4,-2.2,31.4,0.91,-0.6,-1.1,-3.3,18.6,-15.1,482975.0,2677,-0.3,-0.3,0.9,-0.6,-1.2,"Downtrend, LowLiquidity",,,,,,,,
IPAC,47.6,blended,Sell,equity_us,85.06,4.3,86.0,"3yr, 5yr, 10yr",2025-09-30,38,-0.7,-0.8,40.3,0.5,-1.1,-1.6,0.7,16.9,-18.2,7988301.0,5079,-0.8,-0.8,0.4,-1.0,-1.7,Downtrend,,,,,,,,
USRT,47.6,blended,Sell,real_estate,63.04,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.5,-4.3,32.5,0.9,-0.8,-2.2,-6.3,16.7,-21.2,32201640.0,5078,-0.7,,,,,Downtrend,,,,,,-0.7,,
PICK,47.6,blended,Sell,equity_intl,61.4,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,39,-2.0,-4.2,44.9,0.96,-1.6,-2.9,-3.1,26.2,-34.5,40375112.0,5078,-1.2,,,,,"Downtrend, MACD+",,,-1.1,-1.2,,,,
FITE,47.2,blended,Sell,equity_us,109.2,4.0,80.0,"3yr, 5yr",2026-08-31,39,0.7,-2.0,51.9,0.75,-0.7,1.7,-7.3,27.3,-23.4,919767.0,3732,2.5,2.5,3.7,2.3,1.6,"BeatingAvgBench, BeatingAllBench, LowLiquidity",,,,,,,,
XCCC,47.2,blended,Sell,bond,34.9,4.0,80.0,3yr,2026-08-31,39,-0.3,-1.8,43.7,0.28,-0.3,-0.2,-2.1,8.2,-14.3,3370733.0,4898,-0.2,,,,,"Downtrend, MACD+",-0.1,-0.2,,,,,,
QINT,47.2,blended,Sell,equity_intl,70.25,4.4,88.0,"3yr, 5yr",2026-08-31,37,-1.1,-3.1,35.5,0.48,-1.2,-1.8,-3.4,15.6,-14.3,4461895.0,4555,-0.1,,,,,Downtrend,,,-0.1,-0.1,,,,
MBOX,47.2,blended,Sell,equity_us,41.49,4.0,80.0,"3yr, 5yr",2026-08-31,39,-2.1,-0.9,39.7,0.8,-0.6,-3.1,0.6,18.9,-17.4,327601.0,2481,-2.3,-2.4,-1.1,-2.6,-3.2,LowLiquidity,,,,,,,,
DFNL,47.2,blended,Sell,equity_us,50.01,4.4,88.0,"3yr, 5yr",2026-08-31,37,-2.0,-3.6,31.8,0.96,-0.8,-2.9,-4.1,19.7,-17.9,802380.0,4353,-2.1,-2.1,-0.9,-2.4,-3.0,"Downtrend, LowLiquidity",,,,,,,,
XSMO,47.2,blended,Sell,equity_us,81.67,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,37,-1.3,-4.4,43.8,0.41,-0.9,-2.5,-4.6,21.3,-26.6,23712266.0,5075,-1.7,-1.7,-0.5,-1.9,-2.6,"Downtrend, MACD+",,,,,,,,
PEXL,47.2,blended,Sell,equity_us,71.39,4.0,80.0,"3yr, 5yr",2026-08-31,39,0.0,-1.5,48.0,0.42,-0.3,-0.7,-0.8,28.5,-24.9,269720.0,2604,0.1,0.1,1.3,-0.1,-0.8,"MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
FPX,47.2,blended,Sell,equity_us,178.14,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,38,-0.2,-2.4,57.2,0.53,0.1,-1.4,-3.0,26.6,-31.8,4324679.0,4982,-0.6,-0.7,0.6,-0.9,-1.6,"Downtrend, MACD+",,,,,,,,
IWX,47.2,blended,Sell,equity_us,110.77,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,39,-0.8,-1.5,39.6,0.51,-0.5,-1.6,-1.6,12.2,-14.8,28254613.0,5078,-0.8,-0.9,0.4,-1.1,-1.7,Downtrend,,,,,,,,
PINK,47.2,blended,Sell,equity_us,38.79,4.0,80.0,3yr,2026-08-31,39,-0.2,-2.0,45.7,0.61,-0.4,0.2,-2.8,18.1,-21.3,2286867.0,4993,1.0,0.9,2.2,0.7,0.0,"Downtrend, BeatingAvgBench, BeatingAllBench",,,,,,,,
RSEE,47.2,blended,Sell,equity_intl,38.58,4.0,80.0,3yr,2026-08-31,39,-1.2,-1.2,41.4,0.72,0.6,-2.8,1.9,27.6,-27.7,640995.0,2617,-1.1,,,,,"MACD+, LowLiquidity",,,-1.1,-1.1,,,,
SIXH,47.2,blended,Sell,equity_intl,44.22,4.6,92.0,"3yr, 5yr",2026-08-31,36,-0.6,,29.5,0.19,-0.3,-0.1,1.9,13.5,-10.3,726066.0,2862,1.6,,,,,"Oversold(RSI), BeatingAvgBench, BeatingAllBench, LowLiquidity",,,1.6,1.6,,,,
CTA,47.2,blended,Sell,equity_us,29.99,4.0,80.0,3yr,2026-08-31,39,-1.5,5.1,31.3,0.58,-0.6,-1.0,5.4,18.1,-22.0,18232235.0,5072,-0.2,-0.3,1.0,-0.5,-1.1,-,,,,,,,,
FPAG,47.2,blended,Sell,equity_intl,41.2,4.0,80.0,3yr,2026-08-31,39,-1.1,-2.9,37.0,0.79,-0.7,-1.7,-2.9,17.4,-18.8,2203578.0,4263,0.0,,,,,"Downtrend, BeatingAvgBench",,,0.0,-0.0,,,,
COPJ,47.2,blended,Sell,equity_us,44.28,5.0,100.0,3yr,2026-08-31,34,-0.7,-3.2,58.2,0.26,-0.0,-2.3,-2.0,42.6,-37.2,3770822.0,4022,-1.5,-1.5,-0.3,-1.8,-2.4,"Downtrend, MACD+",,,,,,,,
IGLB,47.2,blended,Sell,bond,47.4,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,39,0.2,-0.8,49.1,0.89,-0.4,0.6,-1.0,9.9,-13.5,82866056.0,5078,0.6,,,,,"BeatingAvgBench, BeatingAllBench",0.6,0.6,,,,,,
XMHQ,47.2,blended,Sell,equity_us,114.16,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,38,-0.5,-3.0,42.0,0.78,-0.7,-0.6,-3.9,18.4,-25.6,17183931.0,5078,0.2,0.2,1.4,-0.1,-0.7,"Downtrend, BeatingAvgBench",,,,,,,,
ZTAX,47.2,blended,Sell,equity_us,24.97,5.0,100.0,3yr,2026-08-31,34,-0.4,,48.8,0.17,4.7,-2.2,0.3,104.2,-19.4,260757.0,600,-1.4,-1.4,-0.2,-1.6,-2.3,"MACD+, LowLiquidity, ShortHistory",,,,,,,,
FNY,46.4,blended,Sell,equity_us,98.96,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.4,-4.7,53.2,0.44,-1.0,-1.0,-7.2,22.1,-26.4,1588211.0,4639,-0.2,-0.2,1.0,-0.5,-1.1,"Downtrend, MACD+",,,,,,,,
RING,46.4,blended,Sell,commodity,83.54,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,38,-0.6,-1.4,53.9,0.71,-0.9,-2.0,-4.4,38.9,-39.1,66514332.0,5079,-2.1,,,,,"Downtrend, MACD+",,,,,,,-1.9,-2.3
ESGG,46.4,blended,Sell,equity_intl,238.34,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,34,0.6,,42.5,0.27,-0.2,0.2,12.6,27.5,-16.9,601587.0,1244,1.9,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,1.9,1.9,,,,
EUFN,46.4,blended,Sell,equity_intl,40.99,4.6,92.0,"3yr, 5yr, 10yr",2026-08-31,35,-1.9,-2.9,36.0,0.32,-1.8,-3.0,-1.9,18.9,-16.9,63998249.0,5078,-1.3,,,,,Downtrend,,,-1.3,-1.3,,,,
BUL,46.4,blended,Sell,equity_us,62.18,4.4,88.0,"3yr, 5yr",2026-08-31,36,-0.8,-2.4,34.8,0.82,-1.0,-0.8,-2.9,22.8,-24.0,704272.0,3850,-0.0,-0.0,1.2,-0.3,-0.9,"Downtrend, LowLiquidity",,,,,,,,
PKW,46.4,blended,Sell,equity_us,148.65,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,36,-1.2,-1.7,36.8,0.42,-0.7,-1.7,-1.6,15.5,-21.9,4334476.0,4961,-0.9,-1.0,0.3,-1.2,-1.9,Downtrend,,,,,,,,
XTEN,46.4,blended,Sell,bond,43.48,4.0,80.0,3yr,2026-08-31,38,-0.2,-1.5,46.6,0.76,-0.4,-0.0,-2.0,8.5,-11.9,8183781.0,4778,0.0,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",0.0,0.0,,,,,,
PXF,46.4,blended,Sell,equity_intl,77.88,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.5,-1.8,35.3,0.54,-1.6,-2.2,-1.4,15.5,-14.7,8901281.0,5068,-0.5,,,,,Downtrend,,,-0.5,-0.5,,,,
TUG,46.4,blended,Sell,equity_us,45.68,5.0,100.0,3yr,2026-08-31,33,-1.4,1.1,38.6,0.53,-1.6,-2.6,0.5,26.0,-25.8,405765.0,2746,-1.8,-1.9,-0.6,-2.1,-2.8,LowLiquidity,,,,,,,,
ICOP,46.4,blended,Sell,equity_us,53.99,5.0,100.0,3yr,2026-08-31,33,-1.7,-4.6,51.3,0.3,-1.3,-2.3,-4.1,36.6,-39.7,8527932.0,4347,-1.5,-1.5,-0.3,-1.8,-2.4,"Downtrend, MACD+",,,,,,,,
UFOX,46.4,blended,Sell,equity_us,83.52,4.0,80.0,"3yr, 5yr",2026-08-31,38,1.0,0.1,55.9,0.26,-1.2,-0.5,-0.4,36.2,-28.8,2166584.0,669,0.2,0.2,1.5,-0.0,-0.7,"MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
PWV,46.4,blended,Sell,equity_us,79.6,4.6,92.0,"3yr, 5yr, 10yr",2026-08-31,35,-2.0,-2.6,28.0,0.41,-0.7,-2.9,-3.1,13.2,-16.8,11182512.0,5070,-2.1,-2.1,-0.9,-2.4,-3.0,"Downtrend, Oversold(RSI)",,,,,,,,
REIT,46.4,blended,Sell,real_estate,28.94,4.6,92.0,"3yr, 5yr",2026-08-31,35,-2.2,-5.0,29.1,0.78,-0.8,-2.1,-4.7,20.1,-21.1,466390.0,3708,-0.5,,,,,"Downtrend, Oversold(RSI), LowLiquidity",,,,,,-0.5,,
VBR,46.4,blended,Sell,equity_us,237.61,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.4,-3.5,34.3,1.05,-1.2,-1.9,-4.1,17.8,-26.1,67481183.0,5078,-1.1,-1.1,0.1,-1.4,-2.0,Downtrend,,,,,,,,
SPVM,46.4,blended,Sell,equity_us,75.57,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.7,-2.5,33.5,0.84,-0.5,-1.6,-3.3,18.2,-20.6,739350.0,3048,-0.8,-0.9,0.4,-1.1,-1.8,"Downtrend, LowLiquidity",,,,,,,,
VFH,46.4,blended,Sell,equity_us,135.94,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.7,-3.4,34.6,0.87,-0.5,-2.7,-3.0,17.0,-18.9,68614474.0,5078,-1.9,-2.0,-0.7,-2.2,-2.9,Downtrend,,,,,,,,
IAK,46.0,blended,Sell,equity_us,142.37,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,37,-1.0,-1.8,29.4,0.46,-0.9,-1.1,-1.8,16.6,-12.7,17708437.0,5074,-0.3,-0.3,0.9,-0.6,-1.2,"Downtrend, Oversold(RSI)",,,,,,,,
RDIV,46.0,blended,Sell,equity_us,59.78,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,37,-1.8,-4.6,29.3,0.28,-1.1,-2.2,-6.1,16.5,-21.1,6626088.0,5066,-1.5,-1.5,-0.3,-1.7,-2.4,"Downtrend, Oversold(RSI), Leveraged",,,,,,,,
ILF,46.0,blended,Sell,equity_us,35.0,4.1,82.0,"3yr, 5yr, 10yr",2026-03-31,37,-1.8,0.2,38.4,0.85,-1.3,-2.4,3.9,20.3,-30.1,87514002.0,5078,-1.6,-1.7,-0.4,-1.9,-2.5,-,,,,,,,,
TMSL,45.6,blended,Sell,equity_us,41.09,4.0,80.0,3yr,2026-08-31,37,-1.2,-4.4,39.4,0.93,-1.0,-1.9,-5.2,19.4,-25.7,17199461.0,4771,-1.2,-1.2,0.0,-1.4,-2.1,Downtrend,,,,,,,,
FDIS,45.6,blended,Sell,equity_us,96.44,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,35,-1.3,-4.6,43.5,0.88,-0.9,-2.3,-5.5,20.6,-27.6,7925791.0,5078,-1.5,-1.6,-0.3,-1.8,-2.5,Downtrend,,,,,,,,
GTOS,45.6,blended,Sell,bond,24.77,4.0,80.0,3yr,2026-08-31,37,,,23.2,0.13,0.0,-0.8,-1.0,3.2,-2.1,267360.0,839,-0.8,,,,,"Oversold(RSI), MACD+, LowLiquidity, ShortHistory",-0.8,-0.8,,,,,,
ESPO,45.6,blended,Sell,equity_us,96.46,4.0,80.0,"3yr, 5yr",2026-08-31,37,-0.7,-0.9,33.0,0.9,-0.1,-0.6,-3.4,21.5,-30.5,1657144.0,4716,0.1,0.1,1.3,-0.1,-0.8,"Downtrend, BeatingAvgBench",,,,,,,,
TLH,45.6,blended,Sell,bond,95.22,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,37,-0.1,-1.3,49.7,0.8,-0.4,0.2,-1.8,10.1,-15.2,117210586.0,5078,0.2,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",0.2,0.2,,,,,,
IFRA,45.6,blended,Sell,equity_us,56.54,4.0,80.0,"3yr, 5yr",2026-08-31,37,-1.7,-5.0,33.8,0.46,-0.8,-3.1,-6.3,16.5,-21.8,26948367.0,5078,-2.3,-2.3,-1.1,-2.6,-3.2,"Downtrend, MACD+",,,,,,,,
JVAL,45.6,blended,Sell,equity_us,58.59,4.0,80.0,"3yr, 5yr",2026-08-31,37,-0.6,-1.6,43.3,0.5,-0.6,-1.3,-1.4,15.6,-21.7,2889922.0,5027,-0.5,-0.5,0.7,-0.7,-1.4,Downtrend,,,,,,,,
EWJV,45.6,blended,Sell,equity_intl,48.7,4.0,80.0,"3yr, 5yr",2026-08-31,37,-1.4,1.0,32.0,0.43,-1.9,-2.8,4.6,19.8,-15.2,5979045.0,5050,-1.0,,,,,-,,,-1.0,-1.0,,,,
PPI,45.6,blended,Sell,equity_intl,20.61,4.0,80.0,3yr,2026-08-31,37,-1.7,-3.5,44.4,0.83,-0.6,-1.8,-5.6,73.9,-52.9,577340.0,3986,-0.0,,,,,"Downtrend, MACD+, LowLiquidity",,,-0.0,-0.0,,,,
ROKT,44.8,blended,Sell,equity_us,105.07,5.0,100.0,"3yr, 5yr",2026-08-31,31,-1.4,-6.9,39.1,0.98,-1.5,-2.7,-10.8,35.2,-24.2,1766566.0,2618,-2.0,-2.0,-0.8,-2.2,-2.9,Downtrend,,,,,,,,
IYC,44.8,blended,Sell,equity_us,96.19,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,36,-1.5,-4.7,38.3,0.75,-0.8,-2.2,-5.7,17.1,-22.1,7931965.0,5074,-1.4,-1.4,-0.2,-1.7,-2.3,Downtrend,,,,,,,,
LVDS,44.8,blended,Sell,equity_us,59.24,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,36,-1.2,,25.9,0.7,-0.2,-2.1,1.0,16.2,-8.2,616424.0,1167,-1.3,-1.3,-0.1,-1.6,-2.2,"Oversold(RSI), LowLiquidity, ShortHistory",,,,,,,,
AVSC,44.8,blended,Sell,equity_us,70.11,4.0,80.0,3yr,2026-08-31,36,-1.4,-4.0,34.1,1.07,-1.3,-1.9,-4.4,21.0,-30.0,7193784.0,5081,-1.1,-1.1,0.1,-1.3,-2.0,Downtrend,,,,,,,,
FTA,44.8,blended,Sell,equity_us,99.24,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,36,-1.5,-3.3,31.0,0.61,-0.9,-1.8,-4.4,14.2,-20.7,2163248.0,5057,-1.0,-1.1,0.2,-1.3,-1.9,Downtrend,,,,,,,,
GCAD,44.8,blended,Sell,equity_us,49.19,5.0,100.0,3yr,2026-08-31,31,-2.3,-8.9,37.7,1.01,-1.4,-3.5,-12.9,36.9,-18.7,493757.0,1718,-2.7,-2.8,-1.5,-3.0,-3.6,"Downtrend, LowLiquidity, ShortHistory",,,,,,,,
QTR,44.8,blended,Sell,equity_intl,33.81,4.4,88.0,"3yr, 5yr",2026-08-31,34,-0.4,,52.6,0.7,1.5,-3.6,2.1,56.1,-25.9,392075.0,554,-1.8,,,,,"MACD+, LowLiquidity, ShortHistory",,,-1.8,-1.8,,,,
FFIU,44.8,blended,Sell,bond,21.25,4.6,92.0,"3yr, 5yr",2026-08-31,33,-0.7,,49.5,0.48,-0.0,-1.3,-2.8,27.2,-11.2,166282.0,1081,-1.3,,,,,"MACD+, LowLiquidity, ShortHistory",-1.3,-1.3,,,,,,
CANC,44.8,blended,Sell,equity_us,41.5,4.0,80.0,3yr,2026-08-31,36,-0.9,-4.2,48.3,1.05,-1.3,-0.3,-5.8,28.5,-33.1,1035580.0,3761,0.5,0.5,1.7,0.3,-0.4,"Downtrend, BeatingAvgBench",,,,,,,,
